"date","ARIMA","UCM","ML"
2017-12-08 01:10:00,23095.7427765065,25206.860396645,23180.755627411
2017-12-08 01:20:00,22876.9994375774,24896.7265350083,22939.1732360089
2017-12-08 01:30:00,22706.8657306185,24580.5119447545,22660.7370511425
2017-12-08 01:40:00,22427.3603443212,24268.9750347511,22384.7219839517
2017-12-08 01:50:00,22421.284146496,23977.2199965176,22102.9405951487
2017-12-08 02:00:00,22111.3977414516,23720.859086597,21865.0816049119
2017-12-08 02:10:00,21886.5782046973,23512.1086966717,21673.3124345789
2017-12-08 02:20:00,21667.8348558943,23356.6501298319,21609.0806293016
2017-12-08 02:30:00,21540.2345732067,23251.9275541315,21546.3879934656
2017-12-08 02:40:00,21534.1583753816,23187.2612428301,21443.5672888088
2017-12-08 02:50:00,21576.6917996528,23145.7820058977,21290.3113332422
2017-12-08 03:00:00,21212.119564813,23107.8161493372,21151.7665241479
2017-12-08 03:10:00,21218.195772512,23055.0440111577,21144.902441425
2017-12-08 03:20:00,21090.5954898243,22974.5804362834,21097.6551644403
2017-12-08 03:30:00,20956.9189994377,22862.1185169997,21045.6272658941
2017-12-08 03:40:00,20756.4042737317,22723.4422019892,21061.5073816605
2017-12-08 03:50:00,20932.6141883895,22573.9193245214,21162.56918361
2017-12-08 04:00:00,21005.528631408,22435.9767542027,21256.5934753227
2017-12-08 04:10:00,20962.9952071367,22334.9592903029,21363.0931056982
2017-12-08 04:20:00,20762.4804814306,22294.106311825,21454.4892130441
2017-12-08 04:30:00,21096.6716975233,22329.5797496441,21484.3621416359
2017-12-08 04:40:00,21315.4150364524,22446.5028519189,21582.5642382287
2017-12-08 04:50:00,21607.0728184,22636.8132088013,21857.9516232105
2017-12-08 05:00:00,21698.2158746415,22879.4217200726,22251.2992008056
2017-12-08 05:10:00,21765.0541198348,23142.757527528,22529.098977228
2017-12-08 05:20:00,21522.0059698575,23389.3427624985,22621.9148395997
2017-12-08 05:30:00,22153.9311755967,23581.6610957082,22760.5543859655
2017-12-08 05:40:00,22895.2280508004,23688.3316642406,22975.0696351068
2017-12-08 05:50:00,22670.4085041723,23689.5230792052,23126.3782161183
2017-12-08 06:00:00,22384.8269200499,23580.6568178502,23002.2118979958
2017-12-08 06:10:00,22585.341645756,23373.7360274778,22872.4499379921
2017-12-08 06:20:00,22621.7988722021,23096.0434594596,22972.6442219589
2017-12-08 06:30:00,22190.388392169,22786.4073610751,23183.4711606403
2017-12-08 06:40:00,21710.3682900394,22489.6543410169,23251.8114114284
2017-12-08 06:50:00,20750.3280660327,22250.177601938,23161.9245837026
2017-12-08 07:00:00,21254.6529989581,22105.6920891489,23070.1141165294
2017-12-08 07:10:00,21637.4538371472,22082.2002951582,22966.0819899828
2017-12-08 07:20:00,21953.4164400168,22190.9640613308,22939.6255247891
2017-12-08 07:30:00,22093.1691282285,22427.9121201058,23116.5372802545
2017-12-08 07:40:00,22269.3790428864,22775.4784765564,23586.2870062998
2017-12-08 07:50:00,22524.5796082616,23206.4431250321,24211.7429730261
2017-12-08 08:00:00,23199.0382382721,23689.0110789975,24769.6536422673
2017-12-08 08:10:00,24013.2495663681,24192.1779472052,25213.7525898369
2017-12-08 08:20:00,24359.5931879849,24690.4216906689,25678.8550532825
2017-12-08 08:30:00,24833.5370922893,25166.9282453034,26167.423952361
2017-12-08 08:40:00,25301.4047888948,25614.8678870645,26723.0218034705
2017-12-08 08:50:00,25757.1200898499,26036.6281122116,27340.4170857349
2017-12-08 09:00:00,26425.5025121614,26441.3019618489,27992.6015090509
2017-12-08 09:10:00,26632.0934455665,26841.0531709419,28507.940633423
2017-12-08 09:20:00,27306.552075577,27247.171052758,29065.9424999999
2017-12-08 09:30:00,27853.4104327736,27666.6545276784,29521.8351653905
2017-12-08 09:40:00,28157.2206301191,28100.024436659,29818.454486051
2017-12-08 09:50:00,28357.7353558252,28540.7869124867,30181.3290156482
2017-12-08 10:00:00,28655.4693454717,28976.6149771051,30761.4918252719
2017-12-08 10:10:00,29372.4614096273,29391.9525121175,31308.6823724022
2017-12-08 10:20:00,29706.65262572,29771.4470125392,31755.3404528646
2017-12-08 10:30:00,29700.576418021,30103.4444461237,32130.799939705
2017-12-08 10:40:00,29670.1953992738,30382.7655291401,32380.1354427085
2017-12-08 10:50:00,30016.5390208906,30612.130535911,32660.9732408227
2017-12-08 11:00:00,30350.7302369833,30801.8798622031,32928.8481167054
2017-12-08 11:10:00,30733.5310850462,30967.9938973921,33135.5630115385
2017-12-08 11:20:00,30745.6834905703,31128.7766534223,33122.1096831801
2017-12-08 11:30:00,30769.9883016185,31300.8598166593,33021.57783389
2017-12-08 11:40:00,30824.6741412877,31495.3470967186,32982.8295758204
2017-12-08 11:50:00,30630.2356134068,31714.9175673603,32885.9328228272
2017-12-08 12:00:00,30958.3506218005,31952.538008876,32807.2864199994
2017-12-08 12:10:00,31407.9897150567,32192.1282807065,32581.2157296064
2017-12-08 12:20:00,31881.9336193611,32411.1385930965,32401.2924040636
2017-12-08 12:30:00,31796.8667609447,32584.6082735882,32391.4605377
2017-12-08 12:40:00,31802.9429686437,32689.9598247688,32595.1065380462
2017-12-08 12:50:00,32143.2103825615,32711.6046894768,32859.7856589013
2017-12-08 13:00:00,32058.1435340189,32644.4375090904,33165.1459487651
2017-12-08 13:10:00,32039.9149207959,32495.4792473471,33424.6479192249
2017-12-08 13:20:00,31815.0953741678,32283.2661074822,33627.2243481862
2017-12-08 13:30:00,31699.6474970042,32035.0097358187,33679.6427019778
2017-12-08 13:40:00,31250.0084136219,31781.994142541,33549.4428985558
2017-12-08 13:50:00,31055.5698857409,31554.0408164317,33260.328090202
2017-12-08 14:00:00,30733.5310850462,31374.0920517224,33217.2166926261
2017-12-08 14:10:00,30873.2837732579,31253.9860016337,33204.1366455642
2017-12-08 14:20:00,30976.5792350235,31192.3137466597,33008.0863145805
2017-12-08 14:30:00,30952.2744239753,31174.8861088104,32930.253228848
2017-12-08 14:40:00,31025.1888669938,31177.8584071897,32913.3947884174
2017-12-08 14:50:00,30952.2744239753,31173.0513407408,32873.0063275721
2017-12-08 15:00:00,30848.9789523359,31134.5607584882,32780.9903198849
2017-12-08 15:10:00,30915.8171975292,31045.4542759293,32585.5191390564
2017-12-08 15:20:00,30624.1594057078,30903.2692450984,32146.5131836356
2017-12-08 15:30:00,30727.4548773472,30723.1779396769,31855.3685458764
2017-12-08 15:40:00,30575.5497836114,30538.0528386191,31614.2120917959
2017-12-08 15:50:00,30314.2730105371,30395.1882846591,31484.4182156462
2017-12-08 16:00:00,30065.1486528608,30350.0249715111,31516.0227962329
2017-12-08 16:10:00,30259.5871807418,30457.7764271552,31456.2746679445
2017-12-08 16:20:00,30210.9775487715,30764.2716101794,31354.6701437064
2017-12-08 16:30:00,30277.815784091,31297.5268064922,31402.2856743153
2017-12-08 16:40:00,30927.9696030533,32061.5018040846,31539.5564879684
2017-12-08 16:50:00,31535.5899977443,33033.1832737831,31871.7598654213
2017-12-08 17:00:00,32459.1729854311,34163.6208383338,32606.7605023189
2017-12-08 17:10:00,34275.9579519313,35382.9039948826,33706.2118774926
2017-12-08 17:20:00,37350.5171320848,36608.4188017016,35219.5100529022
2017-12-08 17:30:00,38705.5105998047,37755.1735580331,37180.8099589736
2017-12-08 17:40:00,39009.3207971502,38746.6280296156,39115.9690832839
2017-12-08 17:50:00,39319.2071923208,39524.3635176752,40347.7727702112
2017-12-08 18:00:00,39300.9785790978,40055.1094534071,40834.6106877522
2017-12-08 18:10:00,39221.9879283804,40334.0668506791,41061.3969548309
2017-12-08 18:20:00,39009.3207971502,40384.0679331006,41102.6064567603
2017-12-08 18:30:00,38626.5199490873,40250.7826400607,41121.0499098573
2017-12-08 18:40:00,38766.272637299,39994.8124551816,41250.6582570641
2017-12-08 18:50:00,38735.8916185519,39681.993883297,41302.8927382425
2017-12-08 19:00:00,38748.044024076,39373.4880871456,41226.4528671703
2017-12-08 19:10:00,38820.9584769682,39117.2199684238,41067.9043168171
2017-12-08 19:20:00,38608.2913358642,38941.9563288643,41009.5589580252
2017-12-08 19:30:00,38249.7953087234,38854.8306275981,41049.628717711
2017-12-08 19:40:00,38000.6709510471,38842.5184900376,41044.8954145834
2017-12-08 19:50:00,38037.1281676194,38875.650192128,40949.6697011603
2017-12-08 20:00:00,37812.3086209913,38915.5208629471,40954.0285435581
2017-12-08 20:10:00,38152.5760447829,38921.8145908202,40939.095903205
2017-12-08 20:20:00,38006.7471488722,38859.9495902904,40787.99621629
2017-12-08 20:30:00,37933.8327058538,38706.7898006654,40645.0456746059
2017-12-08 20:40:00,37575.3366688391,38453.8213545524,40490.4886105485
2017-12-08 20:50:00,37198.6120284751,38107.3905237262,40236.5697821986
2017-12-08 21:00:00,36882.6494256055,37686.1492337859,39819.5951440057
2017-12-08 21:10:00,36354.0196915057,37216.3546390857,39433.6931978552
2017-12-08 21:20:00,35849.6947684542,36726.0318345078,38958.8496480892
2017-12-08 21:30:00,35533.7321655846,36239.1722940437,38498.4361465561
2017-12-08 21:40:00,35023.331034834,35771.0817761195,38131.8265335804
2017-12-08 21:50:00,34907.8831576705,35325.7282455571,37529.3607016008
2017-12-08 22:00:00,34263.8055464072,34895.5278895899,36856.8482682158
2017-12-08 22:10:00,34057.2146130022,34463.5266484305,36189.9639667258
2017-12-08 22:20:00,33631.880340668,34007.4774113153,35419.443700664
2017-12-08 22:30:00,32933.1168897355,33504.9640041848,34742.0764070866
2017-12-08 22:40:00,32665.7639188361,32938.544854904,33960.0345326209
2017-12-08 22:50:00,32094.6007505912,32299.9108344344,33048.2370083645
2017-12-08 23:00:00,31219.6273948747,31592.2641269277,32203.4053144731
2017-12-08 23:10:00,30508.7115384181,30830.4832959459,31323.2733945819
2017-12-08 23:20:00,29773.4908610394,30039.0726693686,30442.8425084821
2017-12-08 23:30:00,29068.6512122818,29248.317855505,29616.2307845363
2017-12-08 23:40:00,28436.7260065426,28489.4032041276,28850.8485084564
2017-12-08 23:50:00,27780.4959798814,27789.4295416076,28048.2931988872
2017-12-09 00:00:00,25638.115606671,27167.2697479018,27255.1293894165
2017-12-09 00:10:00,25177.0564551673,26631.0194436087,26575.2510297076
2017-12-09 00:20:00,24904.0609032486,26177.4781924477,25930.0965937956
2017-12-09 00:30:00,24370.2029425003,25793.6976319661,25359.3954292648
2017-12-09 00:40:00,23890.9440862209,25460.2350110871,24891.5016779448
2017-12-09 00:50:00,23496.6171822753,25155.4305187474,24528.3434854075
2017-12-09 01:00:00,23284.2873162282,24859.8452011717,24121.9117972517
2017-12-09 01:10:00,22980.9589263027,24559.9862828196,23730.6464635046
2017-12-09 01:20:00,22762.562488711,24250.60779713,23393.7024779496
2017-12-09 01:30:00,22592.6985939017,23935.1728926588,22994.9725918824
2017-12-09 01:40:00,22313.6364704383,23624.4399479794,22675.5728366409
2017-12-09 01:50:00,22307.5699087519,23333.5131233739,22581.7656405764
2017-12-09 02:00:00,21998.1749472818,23078.0046432058,22466.405488632
2017-12-09 02:10:00,21773.7119480036,22870.1308660372,22318.4372435697
2017-12-09 02:20:00,21555.3155005538,22715.5730608983,22214.2076755069
2017-12-09 02:30:00,21427.9175769822,22611.7753608444,22142.0053852351
2017-12-09 02:40:00,21421.8510152958,22548.0580032,21977.1106814483
2017-12-09 02:50:00,21464.3169865336,22507.5517610644,21788.995267155
2017-12-09 03:00:00,21100.3229205947,22470.5829026355,21630.1229344711
2017-12-09 03:10:00,21106.3894921393,22418.831727185,21565.1389465679
2017-12-09 03:20:00,20978.9915685677,22339.4130399684,21560.16643579
2017-12-09 03:30:00,20845.5270734516,22228.019892673,21555.1293336091
2017-12-09 03:40:00,20645.3303406355,22090.436192455,21568.9758686768
2017-12-09 03:50:00,20821.2608069895,21942.0297301316,21548.158737476
2017-12-09 04:00:00,20894.059616234,21805.2273319315,21558.2003336768
2017-12-09 04:10:00,20851.5936449962,21705.3737528243,21644.8223718496
2017-12-09 04:20:00,20651.3969121802,21665.7083265913,21769.9835906605
2017-12-09 04:30:00,20985.0581401123,21702.3929379661,21884.7796962536
2017-12-09 04:40:00,21203.4545777041,21820.5507880485,22052.0904479644
2017-12-09 04:50:00,21494.6498245403,22012.1194190152,22223.5948487359
2017-12-09 05:00:00,21585.6483385605,22256.0096817584,22106.8518108201
2017-12-09 05:10:00,21652.3805861186,22520.6506682718,21711.9569422946
2017-12-09 05:20:00,21409.7178820647,22768.5644591751,21361.4001128653
2017-12-09 05:30:00,22040.6409283778,22962.2346735723,21690.2036169939
2017-12-09 05:40:00,22780.7621934867,23070.2803960207,22192.1232839704
2017-12-09 05:50:00,22556.2991843503,23072.8701841996,22353.0314804345
2017-12-09 06:00:00,22271.1704992005,22965.4254610243,21932.0862939092
2017-12-09 06:10:00,22471.3672320166,22759.9493185646,21548.2233310818
2017-12-09 06:20:00,22507.7666415679,22483.7244520615,21619.7985680434
2017-12-09 06:30:00,22077.0403280709,22175.5790517681,21763.9658010908
2017-12-09 06:40:00,21597.7814816497,21880.3396684574,21781.6183848983
2017-12-09 06:50:00,20639.2637690909,21642.3994459712,21577.6272398387
2017-12-09 07:00:00,21142.7889016906,21499.4732699201,21524.1139032064
2017-12-09 07:10:00,21524.982662547,21477.5635722259,21682.0775265792
2017-12-09 07:20:00,21840.4441857035,21587.9321327826,21973.7659352943
2017-12-09 07:30:00,21979.9752425061,21826.5076216763,22326.3101196815
2017-12-09 07:40:00,22155.9057088601,22175.7239807479,22777.3291072466
2017-12-09 07:50:00,22410.7015560031,22608.3611402375,23223.1443296728
2017-12-09 08:00:00,23084.0905735539,23092.6240486256,23729.777827653
2017-12-09 08:10:00,23897.0106577655,23597.5082488089,24326.9208384527
2017-12-09 08:20:00,24242.8050189288,24097.4916350757,24920.6938905252
2017-12-09 08:30:00,24715.9973036636,24575.7600757483,25521.4430044664
2017-12-09 08:40:00,25183.1230168537,25025.4837783261,26187.0399870025
2017-12-09 08:50:00,25638.115606671,25449.0501697503,26864.6894830834
2017-12-09 09:00:00,26305.4380526772,25855.552220948,27449.1356969436
2017-12-09 09:10:00,26511.7013570379,26257.1535958518,28023.9249638549
2017-12-09 09:20:00,27185.0903745887,26665.1435358421,28531.2679135253
2017-12-09 09:30:00,27731.0814784262,27086.5208885631,29084.3675450953
2017-12-09 09:40:00,28034.4098683516,27521.8064213857,29745.0216318697
2017-12-09 09:50:00,28234.6066011677,27964.5061926669,30392.0751307433
2017-12-09 10:00:00,28531.8684195485,28402.2931490783,30925.88580272
2017-12-09 10:10:00,29247.7234181953,28819.6110961122,31267.8655530004
2017-12-09 10:20:00,29581.3846461275,29201.1074518367,31791.0925182774
2017-12-09 10:30:00,29575.3180745829,29535.128106225,32266.6790652832
2017-12-09 10:40:00,29544.9852365762,29816.4936969355,32579.5299559193
2017-12-09 10:50:00,29890.7795977394,30047.9244188535,32858.9752551392
2017-12-09 11:00:00,30224.4408256716,30239.7605874839,32926.4588338826
2017-12-09 11:10:00,30606.6345963862,30407.9825111199,32925.1194666708
2017-12-09 11:20:00,30618.7677296172,30570.8941198058,32961.2455824724
2017-12-09 11:30:00,30643.0339960793,30745.1270171924,33028.7634476503
2017-12-09 11:40:00,30697.6331104064,30941.7848293692,33158.3217686546
2017-12-09 11:50:00,30503.5029392768,31163.546545762,33250.6081040392
2017-12-09 12:00:00,30831.0975956643,31403.3788615236,33310.2339125772
2017-12-09 12:10:00,31280.023613937,31645.2015501541,33372.8549389031
2017-12-09 12:20:00,31753.2158986718,31866.4647351598,33448.3161542473
2017-12-09 12:30:00,31668.283946338,32042.2076565494,33480.2473707346
2017-12-09 12:40:00,31674.3505178827,32149.8527285852,33420.92667452
2017-12-09 12:50:00,32014.0783075013,32173.8113049932,33468.5158044837
2017-12-09 13:00:00,31929.1463650257,32108.977937254,33536.3825394005
2017-12-09 13:10:00,31910.94666025,31962.373498427,33402.0460426469
2017-12-09 13:20:00,31686.4836511137,31752.5341002917,33225.0244272607
2017-12-09 13:30:00,31571.2188607732,31506.6712969414,33104.3283464189
2017-12-09 13:40:00,31122.2928523587,31256.0690055605,33017.0835354899
2017-12-09 13:50:00,30928.1626812291,31030.5486211649,32898.0529172305
2017-12-09 14:00:00,30606.6345963862,30853.0523434562,32783.8327390821
2017-12-09 14:10:00,30746.1656531888,30735.4182303658,32629.6930224409
2017-12-09 14:20:00,30849.29730044,30676.2372663429,32478.5472401773
2017-12-09 14:30:00,30825.0310339779,30661.3201766004,32315.0366886202
2017-12-09 14:40:00,30897.8298432224,30666.8221826971,32260.6489567457
2017-12-09 14:50:00,30825.0310339779,30664.5638852866,32194.7944808037
2017-12-09 15:00:00,30721.8993768685,30628.6410343632,31895.2227484685
2017-12-09 15:10:00,30788.6316244265,30542.1211456573,31534.4852932774
2017-12-09 15:20:00,30497.4363677321,30402.5414707031,31146.5455924407
2017-12-09 15:30:00,30600.5680248416,30225.0741819535,30913.8604195602
2017-12-09 15:40:00,30448.9038348079,30042.5916564089,30763.0077927243
2017-12-09 15:50:00,30188.0414161202,29902.388134128,30725.2741940711
2017-12-09 16:00:00,29939.3121405218,29859.9042054333,30628.5534457785
2017-12-09 16:10:00,30133.4423116514,29970.3532941996,30489.9328085152
2017-12-09 16:20:00,30084.909768869,30279.5642542006,30404.4978381271
2017-12-09 16:30:00,30151.6420065689,30815.5532658258,30474.8177923852
2017-12-09 16:40:00,30800.7647576576,31582.2800108461,30646.0407705843
2017-12-09 16:50:00,31407.4215375085,32556.7310531711,30972.7717095686
2017-12-09 17:00:00,32329.5398306578,33689.9559079378,31597.1531683778
2017-12-09 17:10:00,34143.4435888078,34912.0439639941,32625.2263185506
2017-12-09 17:20:00,37213.1268778974,36140.3811706304,34263.177117839
2017-12-09 17:30:00,38565.9714845437,37289.9757174268,36623.2846152267
2017-12-09 17:40:00,38869.2998744691,38284.2872597844,38954.2558534349
2017-12-09 17:50:00,39178.694826081,39064.8969879203,40373.8843374426
2017-12-09 18:00:00,39160.4951213054,39598.5342213533,40916.1787892215
2017-12-09 18:10:00,39081.6297405162,39880.3998616127,41089.1218480599
2017-12-09 18:20:00,38869.2998744691,39933.3260193104,41169.6734216064
2017-12-09 18:30:00,38487.1061037545,39802.9825201843,41183.7726829999
2017-12-09 18:40:00,38626.6371605571,39549.9707335557,41246.1062040409
2017-12-09 18:50:00,38596.3043225504,39240.1270493123,41259.7337600167
2017-12-09 19:00:00,38608.4374557815,38934.6125146061,41305.6999267143
2017-12-09 19:10:00,38681.2362748842,38681.3519149106,41368.0492754614
2017-12-09 19:20:00,38468.9063989789,38509.111935104,41340.7241557449
2017-12-09 19:30:00,38110.9789045846,38425.0259168356,41198.5107172711
2017-12-09 19:40:00,37862.2496289861,38415.7693674136,41187.6832588861
2017-12-09 19:50:00,37898.6490286793,38451.9724440607,41158.827006415
2017-12-09 20:00:00,37674.186019543,38494.9301565194,41056.9961453738
2017-12-09 20:10:00,38013.9138190198,38504.3264731706,40885.1878948942
2017-12-09 20:20:00,37868.3161906726,38445.5794880088,40692.6859176879
2017-12-09 20:30:00,37795.517381428,38295.5530191941,40544.0476731963
2017-12-09 20:40:00,37437.5898771756,38045.7330775912,40421.0172140254
2017-12-09 20:50:00,37061.4626780056,37702.4658126424,40058.357349639
2017-12-09 21:00:00,36746.0011548491,37284.4030270291,39466.4963460384
2017-12-09 21:10:00,36218.2097656455,36817.8017516077,38917.2573689516
2017-12-09 21:20:00,35714.6846429039,36330.6869571866,38430.8500092999
2017-12-09 21:30:00,35399.2231197474,35847.0499931128,37819.6962017063
2017-12-09 21:40:00,34889.6314254613,35382.1964926021,37428.9205391516
2017-12-09 21:50:00,34774.3666351208,34940.0942947047,36973.9356291214
2017-12-09 22:00:00,34131.3104555767,34513.1594603264,36372.8876102493
2017-12-09 22:10:00,33925.0471512161,34084.4378028008,35619.2968332267
2017-12-09 22:20:00,33500.3874092637,33631.6820839388,34935.5952155228
2017-12-09 22:30:00,32802.7321153926,33132.4760017141,34283.7947718389
2017-12-09 22:40:00,32535.8031350185,32569.3778554885,33590.5611996464
2017-12-09 22:50:00,31965.5457647189,31934.0783871888,32919.4359472891
2017-12-09 23:00:00,31091.960014352,31229.7796514056,32267.5420783407
2017-12-09 23:10:00,30382.1715872498,30471.3600816182,31478.8371674907
2017-12-09 23:20:00,29648.1168838274,29683.3238751075,30579.4116061117
2017-12-09 23:30:00,28944.3950282698,28895.9565090724,29654.2613696829
2017-12-09 23:40:00,28313.4719819568,28140.442201669,28688.242046521
2017-12-09 23:50:00,27658.2826593235,27443.8816471511,27813.0736807023
2017-12-10 00:00:00,24069.6716899875,26825.1475928622,27097.4607036439
2017-12-10 00:10:00,23609.3437243433,26292.3355262966,26448.4338674607
2017-12-10 00:20:00,23336.781111423,25842.2448775839,25868.586549162
2017-12-10 00:30:00,22803.7697869266,25461.9271502012,25308.926988084
2017-12-10 00:40:00,22325.2709791087,25131.9394585264,24767.0257290488
2017-12-10 00:50:00,21931.5694314871,24830.6218564809,24272.7409981362
2017-12-10 01:00:00,21719.57629576,24538.535254809,23863.9037944885
2017-12-10 01:10:00,21416.7289491644,24242.186742031,23440.091961486
2017-12-10 01:20:00,21198.6788627652,23936.330215192,22966.7117195647
2017-12-10 01:30:00,21029.0843522149,23624.428686005,22522.5513345598
2017-12-10 01:40:00,20750.4647886225,23317.2403957574,22184.2256926277
2017-12-10 01:50:00,20744.407847793,23029.8693670066,21857.3540873435
2017-12-10 02:00:00,20435.5035505253,22777.927685959,21555.6532251439
2017-12-10 02:10:00,20211.3965232966,22573.6315725915,21306.3884269594
2017-12-10 02:20:00,19993.3464270548,22422.6621569273,21176.9342175739
2017-12-10 02:30:00,19866.1505416815,22322.4634325982,21016.7055218174
2017-12-10 02:40:00,19860.093600852,22262.3554970934,20862.4055012758
2017-12-10 02:50:00,19902.4922260289,22225.4689832711,20848.4551780502
2017-12-10 03:00:00,19539.0754120827,22192.130018688,20780.0451264065
2017-12-10 03:10:00,19545.1323627547,22144.0187615793,20661.4112805545
2017-12-10 03:20:00,19417.9364773814,22068.2498757747,20543.4762083411
2017-12-10 03:30:00,19284.6836413361,21960.5162711515,20447.9084883967
2017-12-10 03:40:00,19084.8043971105,21826.6017126776,20355.0766915193
2017-12-10 03:50:00,19260.4558583328,21681.8738486088,20288.9239522132
2017-12-10 04:00:00,19333.1392171851,21548.7593622452,20362.5675451612
2017-12-10 04:10:00,19290.7405920081,21452.6028652656,20401.7441238147
2017-12-10 04:20:00,19090.8613477826,21416.6435478043,20425.1761456822
2017-12-10 04:30:00,19423.9934280535,21457.0431505975,20538.0619811364
2017-12-10 04:40:00,19642.0435144527,21578.9247304021,20708.1850263125
2017-12-10 04:50:00,19932.7769597042,21774.2256847123,21005.6370953247
2017-12-10 05:00:00,20023.6311607301,22021.8567194044,21374.1867254311
2017-12-10 05:10:00,20090.2575787528,22290.2467811275,21569.9252980149
2017-12-10 05:20:00,19847.9797093504,22541.9178048342,21590.4923208115
2017-12-10 05:30:00,20477.9021855448,22739.3532636445,21633.9227253967
2017-12-10 05:40:00,21216.8497049388,22851.1720958204,21699.9395450325
2017-12-10 05:50:00,20992.7426678675,22857.5427124401,21420.965384188
2017-12-10 06:00:00,20708.0661634456,22753.8863895183,20888.2470462984
2017-12-10 06:10:00,20907.9454076712,22552.2060719297,20374.2636167707
2017-12-10 06:20:00,20944.2870920185,22279.7843074318,19873.670234552
2017-12-10 06:30:00,20514.2438600496,21975.4491385114,19400.7605113334
2017-12-10 06:40:00,20035.7450620743,21684.0269678984,19154.2948530098
2017-12-10 06:50:00,19078.7474464384,21449.9107911199,19129.1048424409
2017-12-10 07:00:00,19581.4740471021,21310.8153452067,19156.0215081526
2017-12-10 07:10:00,19963.0616933795,21292.7429132406,19175.8985021963
2017-12-10 07:20:00,20278.0229314767,21406.9551260223,19297.4705987448
2017-12-10 07:30:00,20417.3327083516,21649.3805042959,19510.5777302031
2017-12-10 07:40:00,20592.9841695739,22002.4528403181,19831.8700231627
2017-12-10 07:50:00,20847.3759403205,22438.9519145086,20270.9629139635
2017-12-10 08:00:00,21519.6970416919,22927.0825252964,20629.7866116384
2017-12-10 08:10:00,22331.3279297807,23435.8400653019,21097.9096086384
2017-12-10 08:20:00,22676.5739015533,23939.7022783181,21684.682065073
2017-12-10 08:30:00,23149.0157586991,24421.8548819591,22257.9888062361
2017-12-10 08:40:00,23615.4006651728,24875.4679328082,22830.2733106154
2017-12-10 08:50:00,24069.6716899875,25302.9287066895,23375.2231718664
2017-12-10 09:00:00,24735.9358406868,25713.3300232172,23857.9961074455
2017-12-10 09:10:00,24941.8720355844,26118.8353948212,24403.2905544041
2017-12-10 09:20:00,25614.1931369558,26530.7339111956,25106.2408429154
2017-12-10 09:30:00,26159.3183627964,26956.0242681201,25800.2057049934
2017-12-10 09:40:00,26462.165709392,27395.2270809295,26400.0858392774
2017-12-10 09:50:00,26662.0449536175,27841.848255778,26976.2323350707
2017-12-10 10:00:00,26958.8353495411,28283.5605869745,27638.4913236788
2017-12-10 10:10:00,27673.5550859319,28704.8077274942,28262.8669200925
2017-12-10 10:20:00,28006.6871662028,29090.2369427399,29012.7572014593
2017-12-10 10:30:00,28000.6302155307,29428.1939698769,29839.1176758462
2017-12-10 10:40:00,27970.3454818554,29713.4992936192,30442.6322982056
2017-12-10 10:50:00,28315.5914536279,29948.8729557772,30368.5769867998
2017-12-10 11:00:00,28648.7235338989,30144.6551186563,30020.2406317181
2017-12-10 11:10:00,29030.3111900188,30316.8259372314,29925.7579391828
2017-12-10 11:20:00,29042.4250815204,30483.689188116,30435.0356169428
2017-12-10 11:30:00,29066.6528645236,30661.8763214231,30731.8558841492
2017-12-10 11:40:00,29121.1653910447,30862.4908096039,30616.9315815413
2017-12-10 11:50:00,28927.3430876487,31088.211488351,30408.1422480443
2017-12-10 12:00:00,29254.4182172475,31332.0048989951,30546.237452288
2017-12-10 12:10:00,29702.6322913901,31577.7906611313,30837.0251381424
2017-12-10 12:20:00,30175.074148536,31803.0187442842,31044.8876462637
2017-12-10 12:30:00,30090.2768883396,31982.7282344097,31321.2509876368
2017-12-10 12:40:00,30096.3338390117,32094.3413916526,31701.6033228845
2017-12-10 12:50:00,30435.5228601121,32122.2694155623,32183.6350606863
2017-12-10 13:00:00,30350.7256097583,32061.40670339,32581.7160050512
2017-12-10 13:10:00,30332.5547675846,31918.7739739187,32767.4602024514
2017-12-10 13:20:00,30108.4477305133,31712.9071846105,33029.4140823897
2017-12-10 13:30:00,29993.3657366416,31471.0177352064,33282.8240573563
2017-12-10 13:40:00,29545.1516723415,31224.3893885097,33314.6076057677
2017-12-10 13:50:00,29351.3293689455,31002.843385132,33127.7967938932
2017-12-10 14:00:00,29030.3111900188,30829.3217703537,32930.1396464716
2017-12-10 14:10:00,29169.6209668937,30715.6624476743,32965.3538212252
2017-12-10 14:20:00,29272.5890594212,30660.4562471058,32910.6113535096
2017-12-10 14:30:00,29248.361276418,30649.5137394251,32853.5891086354
2017-12-10 14:40:00,29321.0446352702,30658.9899917621,32854.0512741288
2017-12-10 14:50:00,29248.361276418,30660.7054503544,32702.3171224907
2017-12-10 15:00:00,29145.3931740479,30628.7557107996,32473.2719373956
2017-12-10 15:10:00,29212.0195920706,30546.2081344561,32229.2965725935
2017-12-10 15:20:00,28921.2861369766,30410.5998185175,32084.2030379364
2017-12-10 15:30:00,29024.2542393467,30237.1027811328,32023.4090708461
2017-12-10 15:40:00,28872.8305709702,30058.5892450418,31832.0882340599
2017-12-10 15:50:00,28612.3818495515,29922.3532960917,31610.1083098791
2017-12-10 16:00:00,28364.047029477,29883.835370448,31473.8413294204
2017-12-10 16:10:00,28557.8693328729,29998.2487378902,31360.0803632306
2017-12-10 16:20:00,28509.4137570239,30311.4220981633,31346.9110463513
